Year,State,State Code,Deaths,Population
2012,South Carolina,45,4101,4124459
2012,South Dakota,46,816,716104
2012,Tennessee,47,6345,5636373
2012,Texas,48,16164,22159786
2012,Utah,49,1340,2339829
2012,Vermont,50,563,561356
2012,Virginia,51,5886,7159828
2012,Washington,53,4854,6011189
2012,West Virginia,54,2453,1647135
2012,Wisconsin,55,4410,5009711
2012,Wyoming,56,519,498370
2013,Alabama,1,5149,4228162
2013,Arizona,4,4905,5733620
2013,Arkansas,5,3462,2566691
2013,California,6,24223,33276431
2013,Colorado,8,3663,4576574
2013,Connecticut,9,2906,3190342
2013,Delaware,10,781,812937
2013,District of Columbia,11,307,578314
2013,Florida,12,17217,17395134
2013,Georgia,13,7532,8619528
2013,Hawaii,15,1006,1228276
2013,Idaho,16,1325,1374254
2013,Illinois,17,10170,11238425
2013,Indiana,18,6814,5704547
2013,Iowa,19,3338,2690212
2013,Kansas,20,2937,2487392
2013,Kentucky,21,5192,3839295
2013,Louisiana,22,4074,4004334
2013,Maine,23,1487,1190951
2013,Maryland,24,4024,5191936
2013,Massachusetts,25,5342,5961343
2013,Michigan,26,9124,8710102
2013,Minnesota,27,3909,4706705
2013,Mississippi,28,3236,2584359
2013,Missouri,29,6462,5273731
2013,Montana,30,1060,889451
2013,Nebraska,31,1698,1604809
2013,Nevada,32,2338,2421383
2013,New Hampshire,33,1142,1183631
2013,New Jersey,34,6715,7810603
2013,New Mexico,35,1719,1803219
2013,New York,36,14557,17345327
2013,North Carolina,37,8735,8587364
2013,North Dakota,38,616,627678
2013,Ohio,39,11756,10140828
2013,Oklahoma,40,4080,3317617
2013,Oregon,41,3123,3454729
2013,Pennsylvania,42,12693,11318495
2013,Rhode Island,44,838,939128
2013,South Carolina,45,4511,4171695
2013,South Dakota,46,748,724690
2013,Tennessee,47,6763,5676023
2013,Texas,48,16848,22534283
2013,Utah,49,1497,2386090
2013,Vermont,50,541,562809
2013,Virginia,51,6232,7227946
2013,Washington,53,4941,6077743
2013,West Virginia,54,2551,1644414
2013,Wisconsin,55,4862,5031411
2013,Wyoming,56,598,503743
2014,Alabama,1,5212,4243722
2014,Arizona,4,4971,5828415
2014,Arkansas,5,3422,2576729
2014,California,6,22616,33625515
2014,Colorado,8,3934,4659944
2014,Connecticut,9,2947,3193115
2014,Delaware,10,790,822744
2014,District of Columbia,11,280,585317
2014,Florida,12,17140,17675210
2014,Georgia,13,7677,8724082
2014,Hawaii,15,999,1237786
2014,Idaho,16,1306,1396073
2014,Illinois,17,10440,11247661
2014,Indiana,18,6461,5734182
2014,Iowa,19,3116,2705382
2014,Kansas,20,2909,2496907
2014,Kentucky,21,5319,3854210
2014,Louisiana,22,4104,4024647
2014,Maine,23,1460,1194146
2014,Maryland,24,3824,5223988
2014,Massachusetts,25,5254,6008770
2014,Michigan,26,8948,8735984
2014,Minnesota,27,3693,4741479
2014,Mississippi,28,3200,2589617
2014,Missouri,29,6475,5295109
2014,Montana,30,1062,897143
2014,Nebraska,31,1783,1616943
2014,Nevada,32,2516,2465897
2014,New Hampshire,33,1126,1191793
2014,New Jersey,34,6388,7843259
2014,New Mexico,35,1817,1805591
2014,New York,36,14250,17397721
2014,North Carolina,37,8790,8684596
2014,North Dakota,38,651,639706
2014,Ohio,39,11706,10170345
2014,Oklahoma,40,4144,3341618
2014,Oregon,41,3039,3496192
2014,Pennsylvania,42,12067,11334535
2014,Rhode Island,44,872,941990
2014,South Carolina,45,4497,4230271
2014,South Dakota,46,778,731527
2014,Tennessee,47,6900,5725296
2014,Texas,48,17173,22967059
2014,Utah,49,1471,2426757
2014,Vermont,50,521,563281
2014,Virginia,51,6148,7284803
2014,Washington,53,4903,6159156
2014,West Virginia,54,2518,1640748
2014,Wisconsin,55,4825,5052807
2014,Wyoming,56,572,504525
2015,Alabama,1,5571,4255569
2015,Arizona,4,5325,5926020
2015,Arkansas,5,3513,2589229
2015,California,6,24138,33948225
2015,Colorado,8,4090,4757250
2015,Connecticut,9,2974,3192188
2015,Delaware,10,871,832188
2015,District of Columbia,11,340,594080
2015,Florida,12,17881,18002490
2015,Georgia,13,8019,8836416
2015,Hawaii,15,1144,1245981
2015,Idaho,16,1376,1415880
2015,Illinois,17,10311,11239350
2015,Indiana,18,6683,5754245
2015,Iowa,19,3280,2718749
2015,Kansas,20,3024,2507109
2015,Kentucky,21,5416,3868201
2015,Louisiana,22,4002,4045159
2015,Maine,23,1686,1194413
2015,Maryland,24,4161,5251443
2015,Massachusetts,25,5702,6046437
2015,Michigan,26,9509,8746602
2015,Minnesota,27,3945,4771695
2015,Mississippi,28,3410,2591504
2015,Missouri,29,6783,5313975
2015,Montana,30,1078,905669
2015,Nebraska,31,1953,1628658
2015,Nevada,32,2557,2512279
2015,New Hampshire,33,1240,1194816
2015,New Jersey,34,7064,7862106
2015,New Mexico,35,1781,1807914
2015,New York,36,14962,17431688
2015,North Carolina,37,9353,8788166
2015,North Dakota,38,682,652711
2015,Ohio,39,12303,10187708
2015,Oklahoma,40,4208,3369281
2015,Oregon,41,3182,3549791
2015,Pennsylvania,42,12831,11341064
2015,Rhode Island,44,958,944119
2015,South Carolina,45,4841,4293735
2015,South Dakota,46,846,736397
2015,Tennessee,47,7377,5773806
2015,Texas,48,17581,23405648
2015,Utah,49,1557,2476226
2015,Vermont,50,545,563097
2015,Virginia,51,6348,7336217
2015,Washington,53,5365,6257083
2015,West Virginia,54,2634,1634795
2015,Wisconsin,55,4988,5067899
2015,Wyoming,56,566,506945
2016,Alabama,1,5558,4267118
2016,Arizona,4,5605,6037595
2016,Arkansas,5,3364,2601428
2016,California,6,24026,34223019
2016,Colorado,8,3930,4849737
2016,Connecticut,9,2882,3189222
2016,Delaware,10,867,840439
2016,District of Columbia,11,296,602582
2016,Florida,12,18338,18343296
2016,Georgia,13,8090,8948949
2016,Hawaii,15,1120,1249936
2016,Idaho,16,1361,1445172
2016,Illinois,17,10214,11223023
2016,Indiana,18,6808,5776644
2016,Iowa,19,3138,2731340
2016,Kansas,20,2810,2511359
2016,Kentucky,21,5536,3881885
2016,Louisiana,22,4045,4059903
2016,Maine,23,1499,1197307
2016,Maryland,24,4036,5273156
2016,Massachusetts,25,5267,6077164
2016,Michigan,26,9008,8762012
2016,Minnesota,27,3702,4807989
2016,Mississippi,28,3597,2596189
2016,Missouri,29,6701,5334357
2016,Montana,30,1084,915612
2016,Nebraska,31,1802,1641476
2016,Nevada,32,2667,2564522
2016,New Hampshire,33,1147,1200669
2016,New Jersey,34,6749,7878071
2016,New Mexico,35,1806,1813281
2016,New York,36,14223,17440590
2016,North Carolina,37,9302,8900309
2016,North Dakota,38,623,652917
2016,Ohio,39,11900,10203995
2016,Oklahoma,40,3982,3386086
2016,Oregon,41,3117,3614794
2016,Pennsylvania,42,12330,11340839
2016,Rhode Island,44,839,945885
2016,South Carolina,45,4707,4358301
2016,South Dakota,46,796,743608
2016,Tennessee,47,7346,5828770
2016,Texas,48,17286,23805106
2016,Utah,49,1633,2534633
2016,Vermont,50,512,562062
2016,Virginia,51,6078,7382251
2016,Washington,53,5158,6372888
2016,West Virginia,54,2499,1626823
2016,Wisconsin,55,4772,5084558
2016,Wyoming,56,520,507107
