"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1996"	"1996"	"Louisiana"	"22"	2972	3736406	79.5
	"1996"	"1996"	"Maine"	"23"	1231	1086276	113.3
	"1996"	"1996"	"Maryland"	"24"	3780	4363093	86.6
	"1996"	"1996"	"Massachusetts"	"25"	6122	5330391	114.9
	"1996"	"1996"	"Michigan"	"26"	7610	8329822	91.4
	"1996"	"1996"	"Minnesota"	"27"	3387	4038759	83.9
	"1996"	"1996"	"Mississippi"	"28"	2241	2337889	95.9
	"1996"	"1996"	"Missouri"	"29"	5440	4667869	116.5
	"1996"	"1996"	"Montana"	"30"	897	765799	117.1
	"1996"	"1996"	"Nebraska"	"31"	1549	1436056	107.9
	"1996"	"1996"	"Nevada"	"32"	1400	1421667	98.5
	"1996"	"1996"	"New Hampshire"	"33"	843	1007470	83.7
	"1996"	"1996"	"New Jersey"	"34"	6145	6983737	88.0
	"1996"	"1996"	"New Mexico"	"35"	1242	1477234	84.1
	"1996"	"1996"	"New York"	"36"	14041	15908912	88.3
	"1996"	"1996"	"North Carolina"	"37"	6372	6468271	98.5
	"1996"	"1996"	"North Dakota"	"38"	601	563212	106.7
	"1996"	"1996"	"Ohio"	"39"	9824	9662410	101.7
	"1996"	"1996"	"Oklahoma"	"40"	3337	2867647	116.4
	"1996"	"1996"	"Oregon"	"41"	2935	2807333	104.5
	"1996"	"1996"	"Pennsylvania"	"42"	11995	10606416	113.1
	"1996"	"1996"	"Rhode Island"	"44"	833	883293	94.3
	"1996"	"1996"	"South Carolina"	"45"	3051	3251399	93.8
	"1996"	"1996"	"South Dakota"	"46"	655	635010	103.1
	"1996"	"1996"	"Tennessee"	"47"	4739	4676822	101.3
	"1996"	"1996"	"Texas"	"48"	12096	16241408	74.5
	"1996"	"1996"	"Utah"	"49"	1057	1701360	62.1
	"1996"	"1996"	"Vermont"	"50"	478	512690	93.2
	"1996"	"1996"	"Virginia"	"51"	4995	5813664	85.9
	"1996"	"1996"	"Washington"	"53"	4341	4772948	91.0
	"1996"	"1996"	"West Virginia"	"54"	2090	1605035	130.2
	"1996"	"1996"	"Wisconsin"	"55"	4355	4514453	96.5
	"1996"	"1996"	"Wyoming"	"56"	403	420550	95.8
"Total"	"1996"	"1996"			218939	230125482	95.1
	"1997"	"1997"	"Alabama"	"01"	3870	3759414	102.9
	"1997"	"1997"	"Alaska"	"02"	194	508671	38.1
	"1997"	"1997"	"Arizona"	"04"	4148	4032766	102.9
	"1997"	"1997"	"Arkansas"	"05"	2697	2235680	120.6
	"1997"	"1997"	"California"	"06"	26216	27150032	96.6
	"1997"	"1997"	"Colorado"	"08"	2935	3452305	85.0
	"1997"	"1997"	"Connecticut"	"09"	2938	2881420	102.0
	"1997"	"1997"	"Delaware"	"10"	627	646907	96.9
	"1997"	"1997"	"District of Columbia"	"11"	431	493862	87.3
	"1997"	"1997"	"Florida"	"12"	14225	13231657	107.5
	"1997"	"1997"	"Georgia"	"13"	5555	6547346	84.8
	"1997"	"1997"	"Hawaii"	"15"	751	1036875	72.4
	"1997"	"1997"	"Idaho"	"16"	1009	1040915	96.9
	"1997"	"1997"	"Illinois"	"17"	9374	10373841	90.4
	"1997"	"1997"	"Indiana"	"18"	5211	5113953	101.9
	"1997"	"1997"	"Iowa"	"19"	2856	2507505	113.9
	"1997"	"1997"	"Kansas"	"20"	2625	2258169	116.2
	"1997"	"1997"	"Kentucky"	"21"	3836	3409979	112.5
	"1997"	"1997"	"Louisiana"	"22"	3111	3761741	82.7
	"1997"	"1997"	"Maine"	"23"	1290	1095155	117.8
	"1997"	"1997"	"Maryland"	"24"	3920	4406168	89.0
	"1997"	"1997"	"Massachusetts"	"25"	5979	5379257	111.1
	"1997"	"1997"	"Michigan"	"26"	7474	8377859	89.2
	"1997"	"1997"	"Minnesota"	"27"	3401	4086901	83.2
	"1997"	"1997"	"Mississippi"	"28"	2528	2361823	107.0
	"1997"	"1997"	"Missouri"	"29"	5604	4713810	118.9
	"1997"	"1997"	"Montana"	"30"	944	771586	122.3
	"1997"	"1997"	"Nebraska"	"31"	1572	1447467	108.6
	"1997"	"1997"	"Nevada"	"32"	1424	1506052	94.6
	"1997"	"1997"	"New Hampshire"	"33"	954	1022851	93.3
	"1997"	"1997"	"New Jersey"	"34"	6109	7052648	86.6
	"1997"	"1997"	"New Mexico"	"35"	1368	1497581	91.3
	"1997"	"1997"	"New York"	"36"	14180	15993337	88.7
	"1997"	"1997"	"North Carolina"	"37"	6594	6603253	99.9
	"1997"	"1997"	"North Dakota"	"38"	538	563827	95.4
	"1997"	"1997"	"Ohio"	"39"	10141	9691957	104.6
	"1997"	"1997"	"Oklahoma"	"40"	3491	2896562	120.5
	"1997"	"1997"	"Oregon"	"41"	2888	2857317	101.1
	"1997"	"1997"	"Pennsylvania"	"42"	11984	10624390	112.8
	"1997"	"1997"	"Rhode Island"	"44"	858	888031	96.6
	"1997"	"1997"	"South Carolina"	"45"	2978	3308313	90.0
	"1997"	"1997"	"South Dakota"	"46"	681	637304	106.9
	"1997"	"1997"	"Tennessee"	"47"	5189	4751128	109.2
	"1997"	"1997"	"Texas"	"48"	13149	16590647	79.3
	"1997"	"1997"	"Utah"	"49"	1154	1741471	66.3
	"1997"	"1997"	"Vermont"	"50"	562	518276	108.4
	"1997"	"1997"	"Virginia"	"51"	5388	5886406	91.5
	"1997"	"1997"	"Washington"	"53"	4567	4868863	93.8
	"1997"	"1997"	"West Virginia"	"54"	2269	1602096	141.6
	"1997"	"1997"	"Wisconsin"	"55"	4359	4552184	95.8
	"1997"	"1997"	"Wyoming"	"56"	451	422664	106.7
"Total"	"1997"	"1997"			226597	233160222	97.2
	"1998"	"1998"	"Alabama"	"01"	4140	3796519	109.0
	"1998"	"1998"	"Alaska"	"02"	191	514375	37.1
	"1998"	"1998"	"Arizona"	"04"	4338	4151329	104.5
	"1998"	"1998"	"Arkansas"	"05"	2752	2257061	121.9
	"1998"	"1998"	"California"	"06"	28026	27686779	101.2
	"1998"	"1998"	"Colorado"	"08"	3272	3533683	92.6
	"1998"	"1998"	"Connecticut"	"09"	2992	2896588	103.3
	"1998"	"1998"	"Delaware"	"10"	686	657634	104.3
	"1998"	"1998"	"District of Columbia"	"11"	456	495178	92.1
	"1998"	"1998"	"Florida"	"12"	14541	13516227	107.6
	"1998"	"1998"	"Georgia"	"13"	5915	6699328	88.3
	"1998"	"1998"	"Hawaii"	"15"	793	1044313	75.9
	"1998"	"1998"	"Idaho"	"16"	1045	1060296	98.6
	"1998"	"1998"	"Illinois"	"17"	9994	10461856	95.5
	"1998"	"1998"	"Indiana"	"18"	5438	5147054	105.7
	"1998"	"1998"	"Iowa"	"19"	3198	2516921	127.1
	"1998"	"1998"	"Kansas"	"20"	2546	2279226	111.7
	"1998"	"1998"	"Kentucky"	"21"	4043	3442284	117.5
	"1998"	"1998"	"Louisiana"	"22"	3179	3782359	84.0
	"1998"	"1998"	"Maine"	"23"	1410	1101285	128.0
	"1998"	"1998"	"Maryland"	"24"	4010	4451277	90.1
	"1998"	"1998"	"Massachusetts"	"25"	6500	5426977	119.8
	"1998"	"1998"	"Michigan"	"26"	8065	8418468	95.8
	"1998"	"1998"	"Minnesota"	"27"	3705	4131805	89.7
	"1998"	"1998"	"Mississippi"	"28"	2615	2387277	109.5
	"1998"	"1998"	"Missouri"	"29"	5926	4749282	124.8
	"1998"	"1998"	"Montana"	"30"	994	774654	128.3
	"1998"	"1998"	"Nebraska"	"31"	1628	1455750	111.8
	"1998"	"1998"	"Nevada"	"32"	1537	1580075	97.3
	"1998"	"1998"	"New Hampshire"	"33"	1008	1039051	97.0
	"1998"	"1998"	"New Jersey"	"34"	6076	7121942	85.3
	"1998"	"1998"	"New Mexico"	"35"	1408	1517607	92.8
	"1998"	"1998"	"New York"	"36"	14905	16127351	92.4
	"1998"	"1998"	"North Carolina"	"37"	7023	6737712	104.2
	"1998"	"1998"	"North Dakota"	"38"	614	562787	109.1
	"1998"	"1998"	"Ohio"	"39"	10751	9727981	110.5
	"1998"	"1998"	"Oklahoma"	"40"	3559	2923765	121.7
	"1998"	"1998"	"Oregon"	"41"	3023	2899941	104.2
	"1998"	"1998"	"Pennsylvania"	"42"	12419	10654556	116.6
	"1998"	"1998"	"Rhode Island"	"44"	947	895472	105.8
	"1998"	"1998"	"South Carolina"	"45"	3219	3366168	95.6
	"1998"	"1998"	"South Dakota"	"46"	671	639605	104.9
	"1998"	"1998"	"Tennessee"	"47"	5662	4813415	117.6
	"1998"	"1998"	"Texas"	"48"	13185	16946811	77.8
	"1998"	"1998"	"Utah"	"49"	1170	1776514	65.9
	"1998"	"1998"	"Vermont"	"50"	559	523288	106.8
	"1998"	"1998"	"Virginia"	"51"	5539	5949626	93.1
	"1998"	"1998"	"Washington"	"53"	4714	4953400	95.2
	"1998"	"1998"	"West Virginia"	"54"	2246	1599248	140.4
	"1998"	"1998"	"Wisconsin"	"55"	4596	4582318	100.3
	"1998"	"1998"	"Wyoming"	"56"	443	424435	104.4
"Total"	"1998"	"1998"			237672	236198853	100.6
"Total"					3438276	4043238011	85.0
"---"
"Dataset: Compressed Mortality, 1979-1998"
"Query Parameters:"
"Age Group: 10-14 years; 15-19 years; 20-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years;"
"85+ years"
"ICD-9 Codes: 460-519 (Diseases of the respiratory system)"
"Year: 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998"
"Group By: Year; State"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Mar 13, 2024 12:26:30 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality: Compressed Mortality File 1979-1998. CDC WONDER On-line Database, compiled from Compressed Mortality File CMF"
"1968-1988, Series 20, No. 2A, 2000 and CMF 1989-1998, Series 20, No. 2E, 2003. Accessed at http://wonder.cdc.gov/cmf-icd9.html"
"on Mar 13, 2024 12:26:30 AM"
"---"
Caveats:
"1. Population figures in this table for 1979 and 1981-89 are intercensal estimates of the July 1 resident population of the"
"United States. Note that the state and county population estimates for these years are not consistent with national estimates."
"The population figures in this table for 1980 and 1990 are modified age-race-sex (MARS) April 1 census counts. The population"
"figures for 1991-98 are bridged-race intercensal estimates of the July 1 resident population."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
