"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"Idaho"	"16"	1376	1415880	97.2
	"2015"	"2015"	"Illinois"	"17"	10311	11239350	91.7
	"2015"	"2015"	"Indiana"	"18"	6683	5754245	116.1
	"2015"	"2015"	"Iowa"	"19"	3280	2718749	120.6
	"2015"	"2015"	"Kansas"	"20"	3024	2507109	120.6
	"2015"	"2015"	"Kentucky"	"21"	5416	3868201	140.0
	"2015"	"2015"	"Louisiana"	"22"	4002	4045159	98.9
	"2015"	"2015"	"Maine"	"23"	1686	1194413	141.2
	"2015"	"2015"	"Maryland"	"24"	4161	5251443	79.2
	"2015"	"2015"	"Massachusetts"	"25"	5702	6046437	94.3
	"2015"	"2015"	"Michigan"	"26"	9509	8746602	108.7
	"2015"	"2015"	"Minnesota"	"27"	3945	4771695	82.7
	"2015"	"2015"	"Mississippi"	"28"	3410	2591504	131.6
	"2015"	"2015"	"Missouri"	"29"	6783	5313975	127.6
	"2015"	"2015"	"Montana"	"30"	1078	905669	119.0
	"2015"	"2015"	"Nebraska"	"31"	1953	1628658	119.9
	"2015"	"2015"	"Nevada"	"32"	2557	2512279	101.8
	"2015"	"2015"	"New Hampshire"	"33"	1240	1194816	103.8
	"2015"	"2015"	"New Jersey"	"34"	7064	7862106	89.8
	"2015"	"2015"	"New Mexico"	"35"	1781	1807914	98.5
	"2015"	"2015"	"New York"	"36"	14962	17431688	85.8
	"2015"	"2015"	"North Carolina"	"37"	9353	8788166	106.4
	"2015"	"2015"	"North Dakota"	"38"	682	652711	104.5
	"2015"	"2015"	"Ohio"	"39"	12303	10187708	120.8
	"2015"	"2015"	"Oklahoma"	"40"	4208	3369281	124.9
	"2015"	"2015"	"Oregon"	"41"	3182	3549791	89.6
	"2015"	"2015"	"Pennsylvania"	"42"	12831	11341064	113.1
	"2015"	"2015"	"Rhode Island"	"44"	958	944119	101.5
	"2015"	"2015"	"South Carolina"	"45"	4841	4293735	112.7
	"2015"	"2015"	"South Dakota"	"46"	846	736397	114.9
	"2015"	"2015"	"Tennessee"	"47"	7377	5773806	127.8
	"2015"	"2015"	"Texas"	"48"	17581	23405648	75.1
	"2015"	"2015"	"Utah"	"49"	1557	2476226	62.9
	"2015"	"2015"	"Vermont"	"50"	545	563097	96.8
	"2015"	"2015"	"Virginia"	"51"	6348	7336217	86.5
	"2015"	"2015"	"Washington"	"53"	5365	6257083	85.7
	"2015"	"2015"	"West Virginia"	"54"	2634	1634795	161.1
	"2015"	"2015"	"Wisconsin"	"55"	4988	5067899	98.4
	"2015"	"2015"	"Wyoming"	"56"	566	506945	111.6
"Total"	"2015"	"2015"			270274	280502989	96.4
	"2016"	"2016"	"Alabama"	"01"	5558	4267118	130.3
	"2016"	"2016"	"Alaska"	"02"	385	634703	60.7
	"2016"	"2016"	"Arizona"	"04"	5605	6037595	92.8
	"2016"	"2016"	"Arkansas"	"05"	3364	2601428	129.3
	"2016"	"2016"	"California"	"06"	24026	34223019	70.2
	"2016"	"2016"	"Colorado"	"08"	3930	4849737	81.0
	"2016"	"2016"	"Connecticut"	"09"	2882	3189222	90.4
	"2016"	"2016"	"Delaware"	"10"	867	840439	103.2
	"2016"	"2016"	"District of Columbia"	"11"	296	602582	49.1
	"2016"	"2016"	"Florida"	"12"	18338	18343296	100.0
	"2016"	"2016"	"Georgia"	"13"	8090	8948949	90.4
	"2016"	"2016"	"Hawaii"	"15"	1120	1249936	89.6
	"2016"	"2016"	"Idaho"	"16"	1361	1445172	94.2
	"2016"	"2016"	"Illinois"	"17"	10214	11223023	91.0
	"2016"	"2016"	"Indiana"	"18"	6808	5776644	117.9
	"2016"	"2016"	"Iowa"	"19"	3138	2731340	114.9
	"2016"	"2016"	"Kansas"	"20"	2810	2511359	111.9
	"2016"	"2016"	"Kentucky"	"21"	5536	3881885	142.6
	"2016"	"2016"	"Louisiana"	"22"	4045	4059903	99.6
	"2016"	"2016"	"Maine"	"23"	1499	1197307	125.2
	"2016"	"2016"	"Maryland"	"24"	4036	5273156	76.5
	"2016"	"2016"	"Massachusetts"	"25"	5267	6077164	86.7
	"2016"	"2016"	"Michigan"	"26"	9008	8762012	102.8
	"2016"	"2016"	"Minnesota"	"27"	3702	4807989	77.0
	"2016"	"2016"	"Mississippi"	"28"	3597	2596189	138.5
	"2016"	"2016"	"Missouri"	"29"	6701	5334357	125.6
	"2016"	"2016"	"Montana"	"30"	1084	915612	118.4
	"2016"	"2016"	"Nebraska"	"31"	1802	1641476	109.8
	"2016"	"2016"	"Nevada"	"32"	2667	2564522	104.0
	"2016"	"2016"	"New Hampshire"	"33"	1147	1200669	95.5
	"2016"	"2016"	"New Jersey"	"34"	6749	7878071	85.7
	"2016"	"2016"	"New Mexico"	"35"	1806	1813281	99.6
	"2016"	"2016"	"New York"	"36"	14223	17440590	81.6
	"2016"	"2016"	"North Carolina"	"37"	9302	8900309	104.5
	"2016"	"2016"	"North Dakota"	"38"	623	652917	95.4
	"2016"	"2016"	"Ohio"	"39"	11900	10203995	116.6
	"2016"	"2016"	"Oklahoma"	"40"	3982	3386086	117.6
	"2016"	"2016"	"Oregon"	"41"	3117	3614794	86.2
	"2016"	"2016"	"Pennsylvania"	"42"	12330	11340839	108.7
	"2016"	"2016"	"Rhode Island"	"44"	839	945885	88.7
	"2016"	"2016"	"South Carolina"	"45"	4707	4358301	108.0
	"2016"	"2016"	"South Dakota"	"46"	796	743608	107.0
	"2016"	"2016"	"Tennessee"	"47"	7346	5828770	126.0
	"2016"	"2016"	"Texas"	"48"	17286	23805106	72.6
	"2016"	"2016"	"Utah"	"49"	1633	2534633	64.4
	"2016"	"2016"	"Vermont"	"50"	512	562062	91.1
	"2016"	"2016"	"Virginia"	"51"	6078	7382251	82.3
	"2016"	"2016"	"Washington"	"53"	5158	6372888	80.9
	"2016"	"2016"	"West Virginia"	"54"	2499	1626823	153.6
	"2016"	"2016"	"Wisconsin"	"55"	4772	5084558	93.9
	"2016"	"2016"	"Wyoming"	"56"	520	507107	102.5
"Total"	"2016"	"2016"			265061	282770677	93.7
"Total"					4336102	4716126440	91.9
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Age Group: 10-14 years; 15-19 years; 20-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years;"
"85+ years"
"ICD-10 Codes: J00-J98 (Diseases of the respiratory system)"
"Year: 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016"
"Group By: Year; State"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Mar 13, 2024 12:36:20 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality: Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the"
"Compressed Mortality File 1999-2016 Series 20 No. 2U, 2016, as compiled from data provided by the 57 vital statistics"
"jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Mar 13, 2024"
"12:36:20 AM"
"---"
Caveats:
"1. About population figures for regions, divisions, states and counties: population figures for 1999 are from the 1990-1999"
"series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010 are"
"bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
"3. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#California-Reporting-Anomalies."
"5. Circumstances in Georgia for the years 2008-2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data. More"
"information: http://wonder.cdc.gov/wonder/help/cmf.html#Georgia-Reporting-Anomalies."
"6. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#New-Jersey-Reporting-Anomalies."
